number,last_number,last_he
942,827,17.0
827,379,19.0
379,710,8.0
710,666,18.0
666,623,11.0
623,399,21.0
399,071,8.0
071,745,16.0
745,977,23.0
977,914,14.0
914,394,16.0
394,163,10.0
163,683,17.0
683,691,16.0
691,016,7.0
016,889,25.0
889,500,5.0
500,617,14.0
617,326,11.0
326,775,19.0
775,144,9.0
144,987,24.0
987,029,11.0
029,295,16.0
295,668,20.0
668,403,7.0
403,656,17.0
656,204,6.0
204,078,15.0
078,899,26.0
899,892,19.0
892,951,15.0
951,363,12.0
363,418,13.0
418,304,7.0
304,208,10.0
208,400,4.0
400,522,9.0
522,321,6.0
321,393,15.0
393,359,17.0
359,212,5.0
212,712,10.0
712,195,15.0
195,570,12.0
570,485,17.0
485,409,13.0
409,414,9.0
414,928,19.0
928,551,11.0
551,975,21.0
975,747,18.0
747,575,17.0
575,748,19.0
748,790,16.0
790,344,11.0
344,392,14.0
392,296,17.0
296,581,14.0
581,305,8.0
305,577,19.0
577,481,13.0
481,652,13.0
652,529,16.0
529,956,20.0
956,441,9.0
441,916,16.0
916,814,13.0
814,550,10.0
550,035,8.0
035,193,13.0
193,735,15.0
735,504,9.0
504,558,18.0
558,459,18.0
459,255,12.0
255,736,16.0
736,313,7.0
313,733,13.0
733,484,16.0
484,019,10.0
019,015,6.0
015,623,11.0
623,827,17.0
827,283,13.0
283,503,8.0
503,939,21.0
939,509,14.0
509,802,10.0
802,415,10.0
415,644,14.0
644,569,20.0
569,760,13.0
760,676,19.0
676,948,21.0
948,539,17.0
539,695,20.0
695,047,11.0
047,790,16.0
790,638,17.0
638,447,15.0
447,900,9.0
900,460,10.0
460,977,23.0
977,182,11.0
182,173,11.0
173,365,14.0
365,140,5.0
140,455,14.0
455,863,17.0
863,960,15.0
960,683,17.0
683,189,18.0
189,039,12.0
039,147,12.0
147,019,10.0
019,959,23.0
959,641,11.0
641,904,13.0
904,164,11.0
164,503,8.0
503,300,3.0
300,851,14.0
851,064,10.0
064,783,18.0
783,300,3.0
300,689,23.0
689,242,8.0
242,958,22.0
958,807,15.0
807,175,13.0
175,640,10.0
640,417,12.0
417,041,5.0
041,517,13.0
517,677,20.0
677,237,12.0
237,865,19.0
865,846,18.0
846,736,16.0
736,363,12.0
363,308,11.0
308,519,15.0
519,219,12.0
219,152,8.0
152,452,11.0
452,566,17.0
566,671,14.0
671,918,18.0
918,244,10.0
244,316,10.0
316,791,17.0
791,921,12.0
921,342,9.0
342,160,7.0
160,131,5.0
131,043,7.0
043,981,18.0
981,050,5.0
050,146,11.0
146,793,19.0
793,992,20.0
992,935,17.0
935,576,18.0
576,426,12.0
426,849,21.0
849,857,20.0
857,492,15.0
492,083,11.0
083,537,15.0
537,440,8.0
440,691,16.0
691,973,19.0
973,143,8.0
143,520,7.0
520,541,10.0
541,457,16.0
457,473,14.0
473,241,7.0
241,110,2.0
110,158,14.0
158,184,13.0
184,266,14.0
266,501,6.0
501,023,5.0
023,310,4.0
310,068,14.0
068,474,15.0
474,411,6.0
411,448,16.0
448,998,26.0
998,523,10.0
523,410,5.0
410,568,19.0
568,076,13.0
076,435,12.0
435,433,10.0
433,321,6.0
321,072,9.0
072,874,19.0
874,165,12.0
165,683,17.0
683,251,8.0
251,315,9.0
315,666,18.0
666,994,22.0
994,727,16.0
727,645,15.0
645,279,18.0
279,772,16.0
772,559,19.0
559,850,13.0
850,685,19.0
685,340,7.0
340,039,12.0
039,748,19.0
748,718,16.0
718,479,20.0
479,253,10.0
253,790,16.0
790,440,8.0
440,795,21.0
795,334,10.0
334,663,15.0
663,666,18.0
666,126,9.0
126,683,17.0
683,330,6.0
330,085,13.0
085,450,9.0
450,138,12.0
138,377,17.0
377,557,17.0
557,601,7.0
601,820,10.0
820,539,17.0
539,842,14.0
842,982,19.0
982,673,16.0
673,241,7.0
241,001,1.0
001,870,15.0
870,328,13.0
328,995,23.0
995,510,6.0
510,751,13.0
751,211,4.0
211,589,22.0
589,453,12.0
453,404,8.0
404,363,12.0
363,410,5.0
410,215,8.0
215,596,20.0
596,608,14.0
608,553,13.0
553,949,22.0
949,708,15.0
708,207,9.0
207,692,17.0
692,577,19.0
577,867,21.0
867,361,10.0
361,083,11.0
083,357,15.0
357,900,9.0
900,050,5.0
050,114,6.0
114,407,11.0
407,690,15.0
690,519,15.0
519,095,14.0
095,426,12.0
426,127,10.0
127,132,6.0
132,368,17.0
368,348,15.0
348,075,12.0
075,803,11.0
803,072,9.0
072,275,14.0
275,892,19.0
892,134,8.0
134,031,4.0
031,960,15.0
960,014,5.0
014,377,17.0
377,209,11.0
209,848,20.0
848,286,16.0
286,654,15.0
654,195,15.0
195,364,13.0
364,384,15.0
384,626,14.0
626,582,15.0
582,435,12.0
435,688,22.0
688,363,12.0
363,462,12.0
462,128,11.0
128,351,9.0
351,141,6.0
141,171,9.0
171,292,13.0
292,015,6.0
015,714,12.0
714,999,27.0
999,036,9.0
036,880,16.0
880,858,21.0
858,931,13.0
931,133,7.0
133,711,9.0
711,812,11.0
812,084,12.0
084,940,13.0
940,217,10.0
217,166,13.0
166,454,13.0
454,355,13.0
355,332,8.0
332,052,7.0
052,442,10.0
442,913,13.0
913,086,14.0
086,440,8.0
440,594,18.0
594,724,13.0
724,860,14.0
860,008,8.0
008,086,14.0
086,478,19.0
478,883,19.0
883,923,14.0
923,455,14.0
455,040,4.0
040,708,15.0
708,661,13.0
661,596,20.0
596,203,5.0
203,823,13.0
823,149,14.0
149,237,12.0
237,304,7.0
304,605,11.0
605,175,13.0
175,101,2.0
101,467,17.0
467,910,10.0
910,960,15.0
960,160,7.0
160,756,18.0
756,294,15.0
294,737,17.0
737,761,14.0
761,967,22.0
967,976,22.0
976,802,10.0
802,403,7.0
403,321,6.0
321,715,13.0
715,401,5.0
401,274,13.0
274,306,9.0
306,731,11.0
731,419,14.0
419,130,4.0
130,929,20.0
929,396,18.0
396,490,13.0
490,305,8.0
305,277,16.0
277,542,11.0
542,936,18.0
936,817,16.0
817,708,15.0
708,309,12.0
309,985,22.0
985,052,7.0
052,128,11.0
128,666,18.0
666,777,21.0
777,576,18.0
576,835,16.0
835,306,9.0
306,771,15.0
771,225,9.0
225,153,9.0
153,566,17.0
566,138,12.0
138,469,19.0
469,021,3.0
021,846,18.0
846,069,15.0
069,116,8.0
116,710,8.0
710,594,18.0
594,463,13.0
463,446,14.0
446,715,13.0
715,697,22.0
697,891,18.0
891,848,20.0
848,314,8.0
314,667,19.0
667,930,12.0
930,409,13.0
409,964,19.0
964,403,7.0
403,028,10.0
028,460,10.0
460,497,20.0
497,141,6.0
141,686,20.0
686,515,11.0
515,900,9.0
900,051,6.0
051,661,13.0
661,497,20.0
497,884,20.0
884,878,23.0
878,481,13.0
481,800,8.0
800,400,4.0
400,848,20.0
848,098,17.0
098,634,13.0
634,624,12.0
624,349,16.0
349,179,17.0
179,746,17.0
746,713,11.0
713,877,22.0
877,614,11.0
614,229,13.0
229,110,2.0
110,160,7.0
160,842,14.0
842,429,15.0
429,681,15.0
681,468,18.0
468,726,15.0
726,536,14.0
536,540,9.0
540,173,11.0
173,969,24.0
969,014,5.0
014,038,11.0
038,272,11.0
272,139,13.0
139,924,15.0
924,381,12.0
381,895,22.0
895,864,18.0
864,467,17.0
467,998,26.0
998,437,14.0
437,493,16.0
493,539,17.0
539,248,14.0
248,218,11.0
218,827,17.0
827,540,9.0
540,208,10.0
208,176,14.0
176,905,14.0
905,900,9.0
900,009,9.0
009,097,16.0
097,874,19.0
874,212,5.0
212,139,13.0
139,162,9.0
162,583,16.0
583,024,6.0
024,922,13.0
922,369,18.0
369,793,19.0
793,851,14.0
851,272,11.0
272,198,18.0
198,705,12.0
705,789,24.0
789,313,7.0
313,809,17.0
809,288,18.0
288,699,24.0
699,868,22.0
868,598,22.0
598,550,10.0
550,806,14.0
806,332,8.0
332,540,9.0
540,456,15.0
456,650,11.0
650,895,22.0
895,138,12.0
138,713,11.0
713,753,15.0
753,531,9.0
531,914,14.0
914,833,14.0
833,455,14.0
455,428,14.0
428,227,11.0
227,823,13.0
823,028,10.0
028,185,14.0
185,335,11.0
335,516,12.0
516,478,19.0
478,220,4.0
220,214,7.0
214,271,10.0
271,762,15.0
762,041,5.0
041,714,12.0
714,149,14.0
149,059,14.0
059,783,18.0
783,925,16.0
925,262,10.0
262,209,11.0
209,290,11.0
290,528,15.0
528,396,18.0
396,940,13.0
940,927,18.0
927,316,10.0
316,952,16.0
952,336,12.0
336,393,15.0
393,617,14.0
617,203,5.0
203,542,11.0
542,158,14.0
158,348,15.0
348,894,21.0
894,285,15.0
285,751,13.0
751,041,5.0
041,425,11.0
425,163,10.0
163,557,17.0
557,506,11.0
506,434,11.0
434,692,17.0
692,900,9.0
900,574,16.0
574,519,15.0
519,977,23.0
977,331,7.0
331,103,4.0
103,592,16.0
592,126,9.0
126,871,16.0
871,901,10.0
901,018,9.0
018,767,20.0
767,495,18.0
495,134,8.0
134,890,17.0
890,933,15.0
933,175,13.0
175,630,9.0
630,483,15.0
483,139,13.0
139,209,11.0
209,455,14.0
455,603,9.0
603,260,8.0
260,794,20.0
794,807,15.0
807,788,23.0
788,989,26.0
989,158,14.0
158,013,4.0
013,892,19.0
892,964,19.0
964,951,15.0
951,002,2.0
002,961,16.0
961,424,10.0
424,994,22.0
994,404,8.0
404,074,11.0
074,166,13.0
166,598,22.0
598,129,12.0
129,859,22.0
859,164,11.0
164,073,10.0
073,877,22.0
877,612,9.0
612,380,11.0
380,667,19.0
667,214,7.0
214,328,13.0
328,734,14.0
734,654,15.0
654,830,11.0
830,842,14.0
842,710,8.0
710,353,11.0
353,798,24.0
798,322,7.0
322,927,18.0
927,818,17.0
818,332,8.0
332,756,18.0
756,810,9.0
810,918,18.0
918,153,9.0
153,433,10.0
433,073,10.0
073,268,16.0
268,123,6.0
123,075,12.0
075,251,8.0
251,517,13.0
517,813,12.0
813,609,15.0
609,791,17.0
791,370,10.0
370,558,18.0
558,214,7.0
214,238,13.0
238,664,16.0
664,300,3.0
300,775,19.0
775,249,15.0
249,361,10.0
361,586,19.0
586,516,12.0
516,488,20.0
488,791,17.0
791,996,24.0
