date,issue,x,y,z
2017-04-16,2017099,0,4,6
2017-04-15,2017098,4,0,7
2017-04-14,2017097,7,4,9
2017-04-13,2017096,4,7,0
2017-04-12,2017095,5,9,3
2017-04-11,2017094,5,7,3
2017-04-10,2017093,8,4,0
2017-04-09,2017092,3,0,5
2017-04-08,2017091,3,4,1
2017-04-07,2017090,3,9,0
2017-04-06,2017089,5,1,8
2017-04-05,2017088,3,6,6
2017-04-04,2017087,3,7,7
2017-04-03,2017086,6,9,7
2017-04-02,2017085,5,6,0
2017-04-01,2017084,8,2,2
2017-03-31,2017083,1,0,5
2017-03-30,2017082,6,2,5
2017-03-29,2017081,1,2,9
2017-03-28,2017080,7,3,5
2017-03-27,2017079,4,8,7
2017-03-26,2017078,4,4,9
2017-03-25,2017077,0,2,0
2017-03-24,2017076,0,7,4
2017-03-23,2017075,7,8,7
2017-03-22,2017074,5,7,6
2017-03-21,2017073,0,7,5
2017-03-20,2017072,1,7,4
2017-03-19,2017071,8,8,2
2017-03-18,2017070,2,3,1
2017-03-17,2017069,5,1,8
2017-03-16,2017068,9,1,0
2017-03-15,2017067,6,4,4
2017-03-14,2017066,3,2,2
2017-03-13,2017065,5,7,7
2017-03-12,2017064,1,5,8
2017-03-11,2017063,8,6,4
2017-03-10,2017062,9,7,5
2017-03-09,2017061,4,5,4
2017-03-08,2017060,8,6,8
2017-03-07,2017059,1,4,3
2017-03-06,2017058,2,6,2
2017-03-05,2017057,2,4,2
2017-03-04,2017056,1,0,2
2017-03-03,2017055,2,7,6
2017-03-02,2017054,7,5,4
2017-03-01,2017053,6,5,2
2017-02-28,2017052,7,3,1
2017-02-27,2017051,7,0,2
2017-02-26,2017050,2,7,8
2017-02-25,2017049,0,3,6
2017-02-24,2017048,5,5,7
2017-02-23,2017047,9,4,5
2017-02-22,2017046,5,7,0
2017-02-21,2017045,6,7,9
2017-02-20,2017044,8,6,1
2017-02-19,2017043,0,5,0
2017-02-18,2017042,0,0,0
2017-02-17,2017041,4,8,0
2017-02-16,2017040,8,9,9
2017-02-15,2017039,3,9,5
2017-02-14,2017038,1,3,4
2017-02-13,2017037,8,9,7
2017-02-12,2017036,6,5,0
2017-02-11,2017035,6,2,4
2017-02-10,2017034,3,4,8
2017-02-09,2017033,1,1,4
2017-02-08,2017032,2,3,7
2017-02-07,2017031,3,7,6
2017-02-06,2017030,1,0,7
2017-02-05,2017029,2,7,2
2017-02-04,2017028,1,9,3
2017-02-03,2017027,8,7,3
2017-01-26,2017026,2,5,9
2017-01-25,2017025,3,5,9
2017-01-24,2017024,7,0,9
2017-01-23,2017023,2,5,0
2017-01-22,2017022,0,2,8
2017-01-21,2017021,8,5,4
2017-01-20,2017020,8,9,3
2017-01-19,2017019,6,0,6
2017-01-18,2017018,3,1,5
2017-01-17,2017017,8,1,7
2017-01-16,2017016,4,6,9
2017-01-15,2017015,9,5,0
2017-01-14,2017014,2,2,1
2017-01-13,2017013,5,8,2
2017-01-12,2017012,1,2,5
2017-01-11,2017011,9,0,9
2017-01-10,2017010,9,7,6
2017-01-09,2017009,2,0,2
2017-01-08,2017008,1,6,9
2017-01-07,2017007,7,8,3
2017-01-06,2017006,8,8,8
2017-01-05,2017005,2,4,6
2017-01-04,2017004,3,1,7
2017-01-03,2017003,6,5,0
2017-01-02,2017002,7,7,9
2017-01-01,2017001,3,6,9
2016-12-31,2016359,8,8,3
2016-12-30,2016358,1,1,0
2016-12-29,2016357,4,1,5
2016-12-28,2016356,1,2,5
2016-12-27,2016355,9,4,2
2016-12-26,2016354,4,2,8
2016-12-25,2016353,0,8,4
2016-12-24,2016352,0,1,6
2016-12-23,2016351,8,1,8
2016-12-22,2016350,3,8,3
2016-12-21,2016349,0,4,9
2016-12-20,2016348,2,8,9
2016-12-19,2016347,8,0,6
2016-12-18,2016346,0,2,9
2016-12-17,2016345,5,5,9
2016-12-16,2016344,3,6,7
2016-12-15,2016343,2,2,5
2016-12-14,2016342,4,4,8
2016-12-13,2016341,1,5,1
2016-12-12,2016340,4,9,3
2016-12-11,2016339,2,6,2
2016-12-10,2016338,3,0,1
2016-12-09,2016337,2,9,9
2016-12-08,2016336,0,9,7
2016-12-07,2016335,5,5,0
2016-12-06,2016334,1,8,9
2016-12-05,2016333,0,5,4
2016-12-04,2016332,7,7,6
2016-12-03,2016331,9,8,3
2016-12-02,2016330,3,1,8
2016-12-01,2016329,2,4,4
2016-11-30,2016328,7,0,9
2016-11-29,2016327,8,3,1
2016-11-28,2016326,6,9,0
2016-11-27,2016325,9,6,1
2016-11-26,2016324,6,6,3
2016-11-25,2016323,8,7,7
2016-11-24,2016322,1,5,3
2016-11-23,2016321,8,3,2
2016-11-22,2016320,5,2,9
2016-11-21,2016319,5,5,7
2016-11-20,2016318,4,7,0
2016-11-19,2016317,2,4,3
2016-11-18,2016316,7,7,4
2016-11-17,2016315,8,8,8
2016-11-16,2016314,1,5,7
2016-11-15,2016313,3,7,3
2016-11-14,2016312,1,1,3
2016-11-13,2016311,3,9,8
2016-11-12,2016310,0,4,5
2016-11-11,2016309,8,3,0
2016-11-10,2016308,7,4,3
2016-11-09,2016307,9,9,7
2016-11-08,2016306,0,7,3
2016-11-07,2016305,7,4,4
2016-11-06,2016304,8,5,6
2016-11-05,2016303,8,0,1
2016-11-04,2016302,6,5,6
2016-11-03,2016301,5,7,2
2016-11-02,2016300,8,0,5
2016-11-01,2016299,0,4,5
2016-10-31,2016298,6,5,1
2016-10-30,2016297,1,6,0
2016-10-29,2016296,7,8,4
2016-10-28,2016295,7,8,9
2016-10-27,2016294,3,3,4
2016-10-26,2016293,3,2,6
2016-10-25,2016292,5,0,7
2016-10-24,2016291,1,3,7
2016-10-23,2016290,4,3,0
2016-10-22,2016289,3,5,9
2016-10-21,2016288,0,1,0
2016-10-20,2016287,6,2,1
2016-10-19,2016286,9,0,7
2016-10-18,2016285,8,4,8
2016-10-17,2016284,1,4,3
2016-10-16,2016283,7,4,0
2016-10-15,2016282,6,2,6
2016-10-14,2016281,9,9,8
2016-10-13,2016280,3,7,8
2016-10-12,2016279,6,2,4
2016-10-11,2016278,4,3,5
2016-10-10,2016277,0,8,5
2016-10-09,2016276,2,7,7
2016-10-08,2016275,8,7,4
2016-10-07,2016274,8,8,3
2016-10-06,2016273,5,6,5
2016-10-05,2016272,3,7,3
2016-10-04,2016271,4,4,3
2016-10-03,2016270,4,1,1
2016-10-02,2016269,8,6,0
2016-10-01,2016268,1,0,5
2016-09-30,2016267,9,8,9
2016-09-29,2016266,9,1,4
2016-09-28,2016265,5,2,5
2016-09-27,2016264,8,9,8
2016-09-26,2016263,4,8,9
2016-09-25,2016262,6,5,9
2016-09-24,2016261,0,4,9
2016-09-23,2016260,0,6,1
2016-09-22,2016259,3,2,8
2016-09-21,2016258,2,6,6
2016-09-20,2016257,9,7,6
2016-09-19,2016256,6,2,8
2016-09-18,2016255,4,5,1
2016-09-17,2016254,5,6,4
2016-09-16,2016253,2,6,5
2016-09-15,2016252,0,5,2
2016-09-14,2016251,8,6,0
2016-09-13,2016250,4,1,6
2016-09-12,2016249,1,0,9
2016-09-11,2016248,1,3,9
2016-09-10,2016247,4,4,1
2016-09-09,2016246,3,1,9
2016-09-08,2016245,7,6,0
2016-09-07,2016244,6,9,9
2016-09-06,2016243,4,4,6
2016-09-05,2016242,3,9,5
2016-09-04,2016241,4,9,9
2016-09-03,2016240,0,8,7
2016-09-02,2016239,5,6,0
2016-09-01,2016238,0,3,7
2016-08-31,2016237,5,3,1
2016-08-30,2016236,8,9,1
2016-08-29,2016235,5,5,4
2016-08-28,2016234,2,0,4
2016-08-27,2016233,6,9,4
2016-08-26,2016232,1,3,2
2016-08-25,2016231,4,5,8
2016-08-24,2016230,4,9,7
2016-08-23,2016229,3,7,8
2016-08-22,2016228,1,8,8
2016-08-21,2016227,6,9,8
2016-08-20,2016226,2,8,9
2016-08-19,2016225,2,1,2
2016-08-18,2016224,2,7,8
2016-08-17,2016223,2,9,7
2016-08-16,2016222,4,0,4
2016-08-15,2016221,8,0,8
2016-08-14,2016220,3,6,7
2016-08-13,2016219,4,1,0
2016-08-12,2016218,2,3,3
2016-08-11,2016217,0,3,8
2016-08-10,2016216,3,3,4
2016-08-09,2016215,1,4,4
2016-08-08,2016214,9,4,2
2016-08-07,2016213,1,7,3
2016-08-06,2016212,0,3,8
2016-08-05,2016211,6,3,4
2016-08-04,2016210,2,7,9
2016-08-03,2016209,0,2,3
2016-08-02,2016208,9,5,0
2016-08-01,2016207,5,9,6
2016-07-31,2016206,1,7,3
2016-07-30,2016205,4,9,9
2016-07-29,2016204,3,2,9
2016-07-28,2016203,9,7,5
2016-07-27,2016202,7,8,4
2016-07-26,2016201,3,2,0
2016-07-25,2016200,9,3,2
2016-07-24,2016199,3,4,7
2016-07-23,2016198,3,0,3
2016-07-22,2016197,9,1,5
2016-07-21,2016196,9,0,7
2016-07-20,2016195,6,1,0
2016-07-19,2016194,4,0,7
2016-07-18,2016193,6,9,5
2016-07-17,2016192,6,6,1
2016-07-16,2016191,3,0,8
2016-07-15,2016190,8,2,3
2016-07-14,2016189,7,9,0
2016-07-13,2016188,0,9,9
2016-07-12,2016187,1,3,9
2016-07-11,2016186,6,1,8
2016-07-10,2016185,3,8,0
2016-07-09,2016184,7,0,3
2016-07-08,2016183,6,9,5
2016-07-07,2016182,4,8,9
2016-07-06,2016181,8,6,9
2016-07-05,2016180,6,5,9
2016-07-04,2016179,3,8,7
2016-07-03,2016178,2,4,4
2016-07-02,2016177,1,9,5
2016-07-01,2016176,7,1,2
2016-06-30,2016175,6,4,1
2016-06-29,2016174,0,0,7
2016-06-28,2016173,6,9,5
2016-06-27,2016172,3,2,3
2016-06-26,2016171,5,9,8
2016-06-25,2016170,9,0,9
2016-06-24,2016169,7,0,6
2016-06-23,2016168,1,1,9
2016-06-22,2016167,2,4,9
2016-06-21,2016166,3,9,6
2016-06-20,2016165,0,4,1
2016-06-19,2016164,2,7,3
2016-06-18,2016163,0,3,3
2016-06-17,2016162,6,3,4
2016-06-16,2016161,0,4,1
2016-06-15,2016160,0,1,7
2016-06-14,2016159,6,9,1
2016-06-13,2016158,9,2,0
2016-06-12,2016157,1,5,1
2016-06-11,2016156,2,7,8
2016-06-10,2016155,7,8,4
2016-06-09,2016154,8,3,9
2016-06-08,2016153,1,7,4
2016-06-07,2016152,4,9,8
2016-06-06,2016151,3,3,6
2016-06-05,2016150,9,1,2
2016-06-04,2016149,7,5,3
2016-06-03,2016148,8,1,3
2016-06-02,2016147,9,8,9
2016-06-01,2016146,7,6,1
2016-05-31,2016145,9,4,1
2016-05-30,2016144,6,2,5
2016-05-29,2016143,5,0,3
2016-05-28,2016142,4,3,5
2016-05-27,2016141,6,8,8
2016-05-26,2016140,7,8,7
2016-05-25,2016139,2,5,0
2016-05-24,2016138,5,6,0
2016-05-23,2016137,3,9,3
2016-05-22,2016136,6,1,9
2016-05-21,2016135,7,3,2
2016-05-20,2016134,1,0,7
2016-05-19,2016133,6,9,1
2016-05-18,2016132,4,5,3
2016-05-17,2016131,7,5,3
2016-05-16,2016130,8,6,2
2016-05-15,2016129,6,4,1
2016-05-14,2016128,1,2,3
2016-05-13,2016127,9,5,7
2016-05-12,2016126,1,3,4
2016-05-11,2016125,5,9,4
2016-05-10,2016124,9,1,4
2016-05-09,2016123,7,0,8
2016-05-08,2016122,7,6,2
2016-05-07,2016121,8,4,3
2016-05-06,2016120,9,3,6
2016-05-05,2016119,3,0,8
2016-05-04,2016118,7,0,3
2016-05-03,2016117,3,2,6
2016-05-02,2016116,4,2,5
2016-05-01,2016115,6,3,1
2016-04-30,2016114,9,8,1
2016-04-29,2016113,6,7,9
2016-04-28,2016112,3,4,0
2016-04-27,2016111,3,3,6
2016-04-26,2016110,6,5,0
2016-04-25,2016109,1,0,0
2016-04-24,2016108,4,8,0
2016-04-23,2016107,2,3,8
2016-04-22,2016106,0,4,3
2016-04-21,2016105,6,9,9
2016-04-20,2016104,9,0,0
2016-04-19,2016103,1,2,6
2016-04-18,2016102,2,8,2
2016-04-17,2016101,0,6,1
2016-04-16,2016100,5,5,1
2016-04-15,2016099,2,1,7
2016-04-14,2016098,4,1,4
2016-04-13,2016097,5,3,2
2016-04-12,2016096,3,4,8
2016-04-11,2016095,7,0,4
2016-04-10,2016094,8,2,4
2016-04-09,2016093,6,2,2
2016-04-08,2016092,8,7,5
2016-04-07,2016091,4,0,5
2016-04-06,2016090,9,5,4
2016-04-05,2016089,1,1,1
2016-04-04,2016088,4,7,3
2016-04-03,2016087,0,9,9
2016-04-02,2016086,2,4,9
2016-04-01,2016085,9,6,7
2016-03-31,2016084,2,8,2
2016-03-30,2016083,2,8,9
2016-03-29,2016082,6,4,0
2016-03-28,2016081,6,3,5
2016-03-27,2016080,2,6,1
2016-03-26,2016079,0,7,5
2016-03-25,2016078,9,0,8
2016-03-24,2016077,7,1,7
2016-03-23,2016076,6,4,4
2016-03-22,2016075,8,4,5
2016-03-21,2016074,7,7,7
2016-03-20,2016073,8,1,5
2016-03-19,2016072,0,2,0
2016-03-18,2016071,6,5,0
2016-03-17,2016070,8,9,6
2016-03-16,2016069,6,4,3
2016-03-15,2016068,0,7,5
2016-03-14,2016067,0,0,1
2016-03-13,2016066,1,8,1
2016-03-12,2016065,4,5,0
2016-03-11,2016064,0,6,2
2016-03-10,2016063,3,5,6
2016-03-09,2016062,8,0,3
2016-03-08,2016061,7,5,4
2016-03-07,2016060,0,3,9
2016-03-06,2016059,7,4,1
2016-03-05,2016058,1,2,6
2016-03-04,2016057,5,4,3
2016-03-03,2016056,9,4,1
2016-03-02,2016055,5,5,3
2016-03-01,2016054,3,2,8
2016-02-29,2016053,9,4,9
2016-02-28,2016052,6,4,1
2016-02-27,2016051,5,2,8
2016-02-26,2016050,7,3,1
2016-02-25,2016049,7,3,9
2016-02-24,2016048,8,5,1
2016-02-23,2016047,6,0,6
2016-02-22,2016046,3,8,3
2016-02-21,2016045,6,9,2
2016-02-20,2016044,0,1,0
2016-02-19,2016043,5,5,7
2016-02-18,2016042,7,0,1
2016-02-17,2016041,5,1,9
2016-02-16,2016040,1,4,3
2016-02-15,2016039,2,4,8
2016-02-14,2016038,9,6,0
2016-02-06,2016037,4,6,8
2016-02-05,2016036,9,6,8
2016-02-04,2016035,9,8,1
2016-02-03,2016034,6,0,6
2016-02-02,2016033,3,8,7
2016-02-01,2016032,7,7,8
2016-01-31,2016031,5,9,2
2016-01-30,2016030,2,9,3
2016-01-29,2016029,0,2,6
2016-01-28,2016028,4,1,6
2016-01-27,2016027,2,8,0
2016-01-26,2016026,3,2,4
2016-01-25,2016025,1,1,0
2016-01-24,2016024,6,2,4
2016-01-23,2016023,7,2,9
2016-01-22,2016022,9,1,6
2016-01-21,2016021,6,9,9
2016-01-20,2016020,5,2,1
2016-01-19,2016019,2,7,8
2016-01-18,2016018,5,6,3
2016-01-17,2016017,5,3,1
2016-01-16,2016016,4,4,7
2016-01-15,2016015,3,4,9
2016-01-14,2016014,9,3,8
2016-01-13,2016013,3,2,4
2016-01-12,2016012,1,8,0
2016-01-11,2016011,8,1,5
2016-01-10,2016010,8,0,2
2016-01-09,2016009,3,5,3
2016-01-08,2016008,5,8,3
2016-01-07,2016007,9,5,2
2016-01-06,2016006,7,0,9
2016-01-05,2016005,5,8,1
2016-01-04,2016004,6,7,1
2016-01-03,2016003,1,5,9
2016-01-02,2016002,2,7,3
2016-01-01,2016001,8,7,9
2015-12-31,2015358,2,6,1
2015-12-30,2015357,2,5,8
2015-12-29,2015356,4,7,5
2015-12-28,2015355,3,4,4
2015-12-27,2015354,3,5,6
2015-12-26,2015353,3,9,1
2015-12-25,2015352,4,3,8
2015-12-24,2015351,9,9,3
2015-12-23,2015350,4,6,1
2015-12-22,2015349,6,8,0
2015-12-21,2015348,9,9,7
2015-12-20,2015347,2,3,2
2015-12-19,2015346,2,2,9
2015-12-18,2015345,6,1,2
2015-12-17,2015344,1,3,4
2015-12-16,2015343,6,5,5
2015-12-15,2015342,6,4,2
2015-12-14,2015341,0,7,0
2015-12-13,2015340,0,7,9
2015-12-12,2015339,0,1,4
2015-12-11,2015338,2,5,4
2015-12-10,2015337,6,2,4
2015-12-09,2015336,3,6,9
2015-12-08,2015335,9,9,6
2015-12-07,2015334,2,6,1
2015-12-06,2015333,9,8,0
2015-12-05,2015332,4,3,4
2015-12-04,2015331,0,7,0
2015-12-03,2015330,3,6,9
2015-12-02,2015329,4,5,1
2015-12-01,2015328,3,7,3
2015-11-30,2015327,8,1,9
2015-11-29,2015326,8,1,8
2015-11-28,2015325,6,0,7
2015-11-27,2015324,6,9,8
2015-11-26,2015323,7,6,4
2015-11-25,2015322,9,3,9
2015-11-24,2015321,2,8,6
2015-11-23,2015320,7,8,5
2015-11-22,2015319,8,6,0
2015-11-21,2015318,1,1,1
2015-11-20,2015317,6,2,8
2015-11-19,2015316,8,6,9
2015-11-18,2015315,4,0,3
2015-11-17,2015314,0,1,0
2015-11-16,2015313,0,0,8
2015-11-15,2015312,3,1,8
2015-11-14,2015311,6,5,6
2015-11-13,2015310,5,1,6
2015-11-12,2015309,8,9,9
2015-11-11,2015308,8,4,9
2015-11-10,2015307,4,7,3
2015-11-09,2015306,3,9,2
2015-11-08,2015305,6,0,2
2015-11-07,2015304,7,5,1
2015-11-06,2015303,4,7,5
2015-11-05,2015302,1,2,0
2015-11-04,2015301,2,7,1
2015-11-03,2015300,2,5,6
2015-11-02,2015299,6,5,7
2015-11-01,2015298,2,3,6
2015-10-31,2015297,8,8,8
2015-10-30,2015296,3,6,1
2015-10-29,2015295,2,3,2
2015-10-28,2015294,6,2,8
2015-10-27,2015293,9,2,0
2015-10-26,2015292,1,0,0
2015-10-25,2015291,8,9,6
2015-10-24,2015290,7,9,5
2015-10-23,2015289,6,9,6
2015-10-22,2015288,9,9,9
2015-10-21,2015287,9,7,7
2015-10-20,2015286,0,2,0
2015-10-19,2015285,5,0,8
2015-10-18,2015284,5,7,7
2015-10-17,2015283,9,1,5
2015-10-16,2015282,8,6,4
2015-10-15,2015281,1,4,4
2015-10-14,2015280,9,8,1
2015-10-13,2015279,6,1,2
2015-10-12,2015278,8,4,5
2015-10-11,2015277,7,0,6
2015-10-10,2015276,0,1,1
2015-10-09,2015275,4,4,6
2015-10-08,2015274,7,5,5
2015-10-07,2015273,7,9,0
2015-10-06,2015272,8,2,8
2015-10-05,2015271,1,9,1
2015-10-04,2015270,7,0,5
2015-10-03,2015269,7,7,7
2015-10-02,2015268,3,3,4
2015-10-01,2015267,7,8,7
2015-09-30,2015266,7,5,2
2015-09-29,2015265,0,1,9
2015-09-28,2015264,9,1,4
2015-09-27,2015263,0,8,2
2015-09-26,2015262,9,6,3
2015-09-25,2015261,3,2,0
2015-09-24,2015260,1,1,8
2015-09-23,2015259,0,6,4
2015-09-22,2015258,5,5,5
2015-09-21,2015257,8,8,9
2015-09-20,2015256,7,2,2
2015-09-19,2015255,8,3,5
2015-09-18,2015254,1,7,8
2015-09-17,2015253,5,1,4
2015-09-16,2015252,9,6,7
2015-09-15,2015251,6,6,8
2015-09-14,2015250,8,7,3
2015-09-13,2015249,3,1,9
2015-09-12,2015248,9,9,5
2015-09-11,2015247,4,9,8
2015-09-10,2015246,3,1,3
2015-09-09,2015245,8,3,1
2015-09-08,2015244,8,8,7
2015-09-07,2015243,8,9,9
2015-09-06,2015242,7,6,4
2015-09-05,2015241,9,5,7
2015-09-04,2015240,4,6,2
2015-09-03,2015239,8,9,9
2015-09-02,2015238,2,6,7
2015-09-01,2015237,1,0,7
2015-08-31,2015236,2,6,4
2015-08-30,2015235,1,0,7
2015-08-29,2015234,4,5,4
2015-08-28,2015233,4,3,2
2015-08-27,2015232,8,1,1
2015-08-26,2015231,6,8,3
2015-08-25,2015230,9,5,2
2015-08-24,2015229,6,7,1
2015-08-23,2015228,2,9,0
2015-08-22,2015227,1,8,7
2015-08-21,2015226,1,4,5
2015-08-20,2015225,2,3,4
2015-08-19,2015224,8,1,0
2015-08-18,2015223,8,0,1
2015-08-17,2015222,5,5,0
2015-08-16,2015221,0,6,5
2015-08-15,2015220,8,8,4
2015-08-14,2015219,5,6,6
2015-08-13,2015218,1,9,9
2015-08-12,2015217,3,6,5
2015-08-11,2015216,0,5,3
2015-08-10,2015215,2,1,6
2015-08-09,2015214,2,4,1
2015-08-08,2015213,2,0,5
2015-08-07,2015212,8,9,6
2015-08-06,2015211,7,0,1
2015-08-05,2015210,5,0,8
2015-08-04,2015209,5,4,7
2015-08-03,2015208,2,5,3
2015-08-02,2015207,6,3,5
2015-08-01,2015206,0,9,0
2015-07-31,2015205,3,1,3
2015-07-30,2015204,6,4,4
2015-07-29,2015203,9,8,8
2015-07-28,2015202,9,2,5
2015-07-27,2015201,9,0,5
2015-07-26,2015200,5,5,3
2015-07-25,2015199,1,3,1
2015-07-24,2015198,5,7,7
2015-07-23,2015197,5,8,0
2015-07-22,2015196,8,1,3
2015-07-21,2015195,7,8,1
2015-07-20,2015194,6,5,1
2015-07-19,2015193,4,1,6
2015-07-18,2015192,7,7,4
2015-07-17,2015191,7,1,3
2015-07-16,2015190,4,0,8
2015-07-15,2015189,2,2,4
2015-07-14,2015188,6,6,3
2015-07-13,2015187,8,7,8
2015-07-12,2015186,5,1,9
2015-07-11,2015185,8,7,0
2015-07-10,2015184,1,1,9
2015-07-09,2015183,7,3,1
2015-07-08,2015182,4,1,7
2015-07-07,2015181,2,8,1
2015-07-06,2015180,7,0,2
2015-07-05,2015179,3,8,1
2015-07-04,2015178,1,4,1
2015-07-03,2015177,6,0,5
2015-07-02,2015176,7,7,3
2015-07-01,2015175,7,4,3
2015-06-30,2015174,5,0,3
2015-06-29,2015173,4,9,8
2015-06-28,2015172,8,6,4
2015-06-27,2015171,6,7,2
2015-06-26,2015170,3,1,3
2015-06-25,2015169,5,1,1
2015-06-24,2015168,3,0,6
2015-06-23,2015167,6,0,1
2015-06-22,2015166,1,8,9
2015-06-21,2015165,5,6,7
2015-06-20,2015164,1,3,3
2015-06-19,2015163,0,3,0
2015-06-18,2015162,0,3,9
2015-06-17,2015161,8,2,3
2015-06-16,2015160,2,9,7
2015-06-15,2015159,8,4,7
2015-06-14,2015158,0,3,7
2015-06-13,2015157,2,2,2
2015-06-12,2015156,8,2,7
2015-06-11,2015155,1,8,8
2015-06-10,2015154,4,1,1
2015-06-09,2015153,4,5,1
2015-06-08,2015152,6,6,0
2015-06-07,2015151,4,3,0
2015-06-06,2015150,2,7,5
2015-06-05,2015149,0,2,2
2015-06-04,2015148,7,5,0
2015-06-03,2015147,3,3,1
2015-06-02,2015146,4,6,1
2015-06-01,2015145,1,9,7
2015-05-31,2015144,9,8,0
2015-05-30,2015143,8,8,0
2015-05-29,2015142,3,6,0
2015-05-28,2015141,8,1,2
2015-05-27,2015140,7,5,5
2015-05-26,2015139,3,3,9
2015-05-25,2015138,1,8,2
2015-05-24,2015137,2,3,9
2015-05-23,2015136,3,7,8
2015-05-22,2015135,2,3,1
2015-05-21,2015134,6,6,1
2015-05-20,2015133,0,0,1
2015-05-19,2015132,6,8,5
2015-05-18,2015131,4,7,1
2015-05-17,2015130,2,1,8
2015-05-16,2015129,0,5,5
2015-05-15,2015128,3,1,3
2015-05-14,2015127,0,9,7
2015-05-13,2015126,9,7,1
2015-05-12,2015125,2,5,9
2015-05-11,2015124,5,9,9
2015-05-10,2015123,2,4,0
2015-05-09,2015122,2,7,4
2015-05-08,2015121,2,2,7
2015-05-07,2015120,7,8,4
2015-05-06,2015119,0,7,9
2015-05-05,2015118,6,0,7
2015-05-04,2015117,7,1,6
2015-05-03,2015116,7,7,1
2015-05-02,2015115,5,9,8
2015-05-01,2015114,8,4,4
2015-04-30,2015113,4,0,5
2015-04-29,2015112,4,5,1
2015-04-28,2015111,8,7,1
2015-04-27,2015110,9,8,8
2015-04-26,2015109,4,7,4
2015-04-25,2015108,7,5,8
2015-04-24,2015107,4,1,5
2015-04-23,2015106,2,4,1
2015-04-22,2015105,1,3,9
2015-04-21,2015104,6,7,4
2015-04-20,2015103,7,7,6
2015-04-19,2015102,9,3,6
2015-04-18,2015101,4,3,8
2015-04-17,2015100,8,8,7
2015-04-16,2015099,3,2,6
2015-04-15,2015098,3,0,9
2015-04-14,2015097,2,6,8
2015-04-13,2015096,7,9,6
2015-04-12,2015095,7,4,6
2015-04-11,2015094,5,6,5
2015-04-10,2015093,3,6,7
2015-04-09,2015092,6,3,4
2015-04-08,2015091,3,4,9
2015-04-07,2015090,8,9,9
2015-04-06,2015089,8,3,6
2015-04-05,2015088,9,5,5
2015-04-04,2015087,3,1,4
2015-04-03,2015086,4,7,2
2015-04-02,2015085,9,4,7
2015-04-01,2015084,7,1,8
2015-03-31,2015083,1,7,8
2015-03-30,2015082,0,6,9
2015-03-29,2015081,2,2,4
2015-03-28,2015080,8,1,0
2015-03-27,2015079,6,2,2
2015-03-26,2015078,4,9,1
2015-03-25,2015077,3,0,1
2015-03-24,2015076,2,8,8
2015-03-23,2015075,4,9,0
2015-03-22,2015074,8,4,0
2015-03-21,2015073,6,8,0
2015-03-20,2015072,5,6,1
2015-03-19,2015071,8,0,7
2015-03-18,2015070,1,9,6
2015-03-17,2015069,1,5,8
2015-03-16,2015068,7,5,7
2015-03-15,2015067,4,4,2
2015-03-14,2015066,6,8,8
2015-03-13,2015065,7,9,9
2015-03-12,2015064,3,6,8
2015-03-11,2015063,5,4,7
2015-03-10,2015062,8,2,7
2015-03-09,2015061,2,8,5
2015-03-08,2015060,6,4,0
2015-03-07,2015059,8,8,9
2015-03-06,2015058,5,6,9
2015-03-05,2015057,8,5,6
2015-03-04,2015056,7,8,3
2015-03-03,2015055,4,6,4
2015-03-02,2015054,3,9,5
2015-03-01,2015053,6,2,2
2015-02-28,2015052,1,9,7
2015-02-27,2015051,1,6,3
2015-02-26,2015050,6,8,3
2015-02-25,2015049,0,4,3
2015-02-17,2015048,4,7,2
2015-02-16,2015047,7,9,9
2015-02-15,2015046,6,3,6
2015-02-14,2015045,6,5,6
2015-02-13,2015044,8,6,1
2015-02-12,2015043,2,2,4
2015-02-11,2015042,5,2,1
2015-02-10,2015041,7,9,4
2015-02-09,2015040,0,7,6
2015-02-08,2015039,0,9,4
2015-02-07,2015038,0,4,3
2015-02-06,2015037,8,3,3
2015-02-05,2015036,2,7,5
2015-02-04,2015035,7,4,4
2015-02-03,2015034,1,7,8
2015-02-02,2015033,1,5,0
2015-02-01,2015032,7,1,1
2015-01-31,2015031,1,1,7
2015-01-30,2015030,2,7,8
2015-01-29,2015029,3,6,7
2015-01-28,2015028,2,8,3
2015-01-27,2015027,4,5,2
2015-01-26,2015026,0,6,8
2015-01-25,2015025,2,1,8
2015-01-24,2015024,8,7,5
2015-01-23,2015023,3,2,5
2015-01-22,2015022,9,8,2
2015-01-21,2015021,7,0,0
2015-01-20,2015020,7,3,1
2015-01-19,2015019,9,0,9
2015-01-18,2015018,9,0,2
2015-01-17,2015017,0,2,7
2015-01-16,2015016,6,5,6
2015-01-15,2015015,2,0,7
2015-01-14,2015014,4,0,2
2015-01-13,2015013,7,6,4
2015-01-12,2015012,0,4,7
2015-01-11,2015011,6,6,0
2015-01-10,2015010,5,9,9
2015-01-09,2015009,7,3,0
2015-01-08,2015008,9,1,9
2015-01-07,2015007,0,5,5
2015-01-06,2015006,0,5,3
2015-01-05,2015005,0,3,1
2015-01-04,2015004,9,3,7
2015-01-03,2015003,0,2,9
2015-01-02,2015002,0,4,7
2015-01-01,2015001,2,4,5
2014-12-31,2014357,6,1,0
2014-12-30,2014356,3,7,1
2014-12-29,2014355,7,7,3
2014-12-28,2014354,7,1,3
2014-12-27,2014353,5,1,5
2014-12-26,2014352,7,2,7
